id,n_round,content,first_name,username,year,correction,final_stance
2066,1,"Ao ministro Eduardo Pazuello, questionei sobre a produção e distribuição de sedativos, adjuvantes na sedação e relaxantes musculares utilizados no processo de intubação orotraqueal e sobre gastos e produção de remédios com os compostos da cloroquina e hidroxicloroquina.",Mel,meldktr,2020,1,unclear
2066,1,"Ao ministro Eduardo Pazuello, questionei sobre a produção e distribuição de sedativos, adjuvantes na sedação e relaxantes musculares utilizados no processo de intubação orotraqueal e sobre gastos e produção de remédios com os compostos da cloroquina e hidroxicloroquina.",Caio,CaioDurazzo,2020,1,unclear
2251,1,"Coronavírus de Bolsonaro não lê grupos de WhatsApp e por isso não sabe que deve ir embora com cloroquina\n",Florencia,flore_lore,2020,1,unclear
2251,1,"Coronavírus de Bolsonaro não lê grupos de WhatsApp e por isso não sabe que deve ir embora com cloroquina\n",Pedro,pedrov,2020,1,unclear
2251,1,"Coronavírus de Bolsonaro não lê grupos de WhatsApp e por isso não sabe que deve ir embora com cloroquina\n",Ana,anawerneck,2020,0,unclear
2251,1,"Coronavírus de Bolsonaro não lê grupos de WhatsApp e por isso não sabe que deve ir embora com cloroquina\n",Mel,meldktr,2020,1,unclear
2251,1,"Coronavírus de Bolsonaro não lê grupos de WhatsApp e por isso não sabe que deve ir embora com cloroquina\n",Caio,CaioDurazzo,2020,0,unclear
2309,1,"Por que a cloroquina é a cura para uma doença que eles dizem que não existe? Como assim? Expliquem melhor pra gente! #Cloroquina #ForaBolsonaro",Florencia,flore_lore,2020,1,unclear
2309,1,"Por que a cloroquina é a cura para uma doença que eles dizem que não existe? Como assim? Expliquem melhor pra gente! #Cloroquina #ForaBolsonaro",Pedro,pedrov,2020,1,unclear
2309,1,"Por que a cloroquina é a cura para uma doença que eles dizem que não existe? Como assim? Expliquem melhor pra gente! #Cloroquina #ForaBolsonaro",Ana,anawerneck,2020,0,unclear
2309,1,"Por que a cloroquina é a cura para uma doença que eles dizem que não existe? Como assim? Expliquem melhor pra gente! #Cloroquina #ForaBolsonaro",Mel,meldktr,2020,1,unclear
2309,1,"Por que a cloroquina é a cura para uma doença que eles dizem que não existe? Como assim? Expliquem melhor pra gente! #Cloroquina #ForaBolsonaro",Caio,CaioDurazzo,2020,0,unclear
2349,1,"A INSTRUMENTALIZAÇÃO POLÍTICA DO PODER JUDICIÁRIO É O CÂNCER DE UMA DEMOCRACIA. Não queremos fechar o @STF_oficial , não temos poder para isso, são outros tempos. Mas, queremos que vocês CRIEM VERGONHA NA CARA E HAJAM COMO MINISTROS,NÃO COMO MILITANTES.  #STFVergonhaNacional",Florencia,flore_lore,2020,,""
2349,1,"A INSTRUMENTALIZAÇÃO POLÍTICA DO PODER JUDICIÁRIO É O CÂNCER DE UMA DEMOCRACIA. Não queremos fechar o @STF_oficial , não temos poder para isso, são outros tempos. Mas, queremos que vocês CRIEM VERGONHA NA CARA E HAJAM COMO MINISTROS,NÃO COMO MILITANTES.  #STFVergonhaNacional",Pedro,pedrov,2020,,""
2349,1,"A INSTRUMENTALIZAÇÃO POLÍTICA DO PODER JUDICIÁRIO É O CÂNCER DE UMA DEMOCRACIA. Não queremos fechar o @STF_oficial , não temos poder para isso, são outros tempos. Mas, queremos que vocês CRIEM VERGONHA NA CARA E HAJAM COMO MINISTROS,NÃO COMO MILITANTES.  #STFVergonhaNacional",Ana,anawerneck,2020,,""
2349,1,"A INSTRUMENTALIZAÇÃO POLÍTICA DO PODER JUDICIÁRIO É O CÂNCER DE UMA DEMOCRACIA. Não queremos fechar o @STF_oficial , não temos poder para isso, são outros tempos. Mas, queremos que vocês CRIEM VERGONHA NA CARA E HAJAM COMO MINISTROS,NÃO COMO MILITANTES.  #STFVergonhaNacional",Mel,meldktr,2020,,""
2349,1,"A INSTRUMENTALIZAÇÃO POLÍTICA DO PODER JUDICIÁRIO É O CÂNCER DE UMA DEMOCRACIA. Não queremos fechar o @STF_oficial , não temos poder para isso, são outros tempos. Mas, queremos que vocês CRIEM VERGONHA NA CARA E HAJAM COMO MINISTROS,NÃO COMO MILITANTES.  #STFVergonhaNacional",Caio,CaioDurazzo,2020,,""
2452,1,"Hoje é o terceiro dia que eu me dedico a assistir vídeo-aulas de física moderna e vídeos do Carl Sagan.",Florencia,flore_lore,2020,,""
2452,1,"Hoje é o terceiro dia que eu me dedico a assistir vídeo-aulas de física moderna e vídeos do Carl Sagan.",Pedro,pedrov,2020,,""
2452,1,"Hoje é o terceiro dia que eu me dedico a assistir vídeo-aulas de física moderna e vídeos do Carl Sagan.",Ana,anawerneck,2020,,""
2452,1,"Hoje é o terceiro dia que eu me dedico a assistir vídeo-aulas de física moderna e vídeos do Carl Sagan.",Mel,meldktr,2020,,""
2452,1,"Hoje é o terceiro dia que eu me dedico a assistir vídeo-aulas de física moderna e vídeos do Carl Sagan.",Caio,CaioDurazzo,2020,,""
2582,1,"Zanotto é adepto do tratamento ambulatorial com hidroxicloroquina. ",Florencia,flore_lore,2020,1,unclear
2582,1,"Zanotto é adepto do tratamento ambulatorial com hidroxicloroquina. ",Pedro,pedrov,2020,1,unclear
2582,1,"Zanotto é adepto do tratamento ambulatorial com hidroxicloroquina. ",Ana,anawerneck,2020,1,unclear
2582,1,"Zanotto é adepto do tratamento ambulatorial com hidroxicloroquina. ",Mel,meldktr,2020,1,unclear
2582,1,"Zanotto é adepto do tratamento ambulatorial com hidroxicloroquina. ",Caio,CaioDurazzo,2020,1,unclear
2767,1,"(Artigo da psicóloga Marisa Lobo): ""Legal ou ilegal, o aborto causa traumas"" - #NalutacontraAborto ",Florencia,flore_lore,2020,,""
2767,1,"(Artigo da psicóloga Marisa Lobo): ""Legal ou ilegal, o aborto causa traumas"" - #NalutacontraAborto ",Pedro,pedrov,2020,,""
2767,1,"(Artigo da psicóloga Marisa Lobo): ""Legal ou ilegal, o aborto causa traumas"" - #NalutacontraAborto ",Ana,anawerneck,2020,,""
2767,1,"(Artigo da psicóloga Marisa Lobo): ""Legal ou ilegal, o aborto causa traumas"" - #NalutacontraAborto ",Mel,meldktr,2020,,""
2767,1,"(Artigo da psicóloga Marisa Lobo): ""Legal ou ilegal, o aborto causa traumas"" - #NalutacontraAborto ",Caio,CaioDurazzo,2020,,""
3328,1,"A prioridade deveria ser operações médicas, sanitárias e sociais, e não operação policial. Desumanidade, a favela padece c/ o coronavírus, falta água e estão levando dias p/ retirar os corpos de familiares q morreram em casa, mas a ação  do Estado vem do braço armado. Até quando? ",Florencia,flore_lore,2020,,""
3328,1,"A prioridade deveria ser operações médicas, sanitárias e sociais, e não operação policial. Desumanidade, a favela padece c/ o coronavírus, falta água e estão levando dias p/ retirar os corpos de familiares q morreram em casa, mas a ação  do Estado vem do braço armado. Até quando? ",Pedro,pedrov,2020,,""
3328,1,"A prioridade deveria ser operações médicas, sanitárias e sociais, e não operação policial. Desumanidade, a favela padece c/ o coronavírus, falta água e estão levando dias p/ retirar os corpos de familiares q morreram em casa, mas a ação  do Estado vem do braço armado. Até quando? ",Ana,anawerneck,2020,,""
3328,1,"A prioridade deveria ser operações médicas, sanitárias e sociais, e não operação policial. Desumanidade, a favela padece c/ o coronavírus, falta água e estão levando dias p/ retirar os corpos de familiares q morreram em casa, mas a ação  do Estado vem do braço armado. Até quando? ",Mel,meldktr,2020,,""
3328,1,"A prioridade deveria ser operações médicas, sanitárias e sociais, e não operação policial. Desumanidade, a favela padece c/ o coronavírus, falta água e estão levando dias p/ retirar os corpos de familiares q morreram em casa, mas a ação  do Estado vem do braço armado. Até quando? ",Caio,CaioDurazzo,2020,,""
4192,1,"@hznoficial Cadastro no SASI, cartão do SUS e documento original de identificação com foto.\n\nA carteira de vacinação da covid é entregue no ato da vacina, não se preocupe com isso.","José Otávio",joseotavio,2021,1,favorable
4192,1,"@hznoficial Cadastro no SASI, cartão do SUS e documento original de identificação com foto.\n\nA carteira de vacinação da covid é entregue no ato da vacina, não se preocupe com isso.","Jorge Victor",jorgesantos,2021,1,favorable
4192,1,"@hznoficial Cadastro no SASI, cartão do SUS e documento original de identificação com foto.\n\nA carteira de vacinação da covid é entregue no ato da vacina, não se preocupe com isso.","Anna Thiemy",annatakata,2021,1,favorable
4574,1,"Quantas vidas mais serão abreviadas pelo COVID? A cada dia temos perdas irreparáveis, amigos, familiares, celebridades, só a universalização da vacinação resolverá. Terá que ser feita anualmente, uma vez só não bastará. ","José Otávio",joseotavio,2021,0,favorable
4574,1,"Quantas vidas mais serão abreviadas pelo COVID? A cada dia temos perdas irreparáveis, amigos, familiares, celebridades, só a universalização da vacinação resolverá. Terá que ser feita anualmente, uma vez só não bastará. ","Jorge Victor",jorgesantos,2021,1,favorable
4574,1,"Quantas vidas mais serão abreviadas pelo COVID? A cada dia temos perdas irreparáveis, amigos, familiares, celebridades, só a universalização da vacinação resolverá. Terá que ser feita anualmente, uma vez só não bastará. ","Anna Thiemy",annatakata,2021,1,favorable
4711,1,"Chapa #ResistirElutar inscrita. Mas continuaremos pressionando pelo adiamento da eleição \n\nQueremos um pleito participativo e seguro. Vamos lutar pela vacinação ampla da população contra a pandemia de Covid-19 \n\n#VacinaJá\n#Sintufal \n#ForaBolsonaro ✊🏽 ","José Otávio",joseotavio,2021,0,favorable
4711,1,"Chapa #ResistirElutar inscrita. Mas continuaremos pressionando pelo adiamento da eleição \n\nQueremos um pleito participativo e seguro. Vamos lutar pela vacinação ampla da população contra a pandemia de Covid-19 \n\n#VacinaJá\n#Sintufal \n#ForaBolsonaro ✊🏽 ","Jorge Victor",jorgesantos,2021,1,favorable
4711,1,"Chapa #ResistirElutar inscrita. Mas continuaremos pressionando pelo adiamento da eleição \n\nQueremos um pleito participativo e seguro. Vamos lutar pela vacinação ampla da população contra a pandemia de Covid-19 \n\n#VacinaJá\n#Sintufal \n#ForaBolsonaro ✊🏽 ","Anna Thiemy",annatakata,2021,1,favorable
5040,1,"?? Independente da vacina recebida na 1ª fase, esse grupo receberá a da Pfizer, conforme recomendação do @minsaude e @anvisa_oficial . \n\n‼️ Documentos: Identidade com foto e cartão de vacinação como o Certificado Digital de Vacinação, disponível no ","José Otávio",joseotavio,2021,1,favorable
5040,1,"?? Independente da vacina recebida na 1ª fase, esse grupo receberá a da Pfizer, conforme recomendação do @minsaude e @anvisa_oficial . \n\n‼️ Documentos: Identidade com foto e cartão de vacinação como o Certificado Digital de Vacinação, disponível no ","Jorge Victor",jorgesantos,2021,1,favorable
5040,1,"?? Independente da vacina recebida na 1ª fase, esse grupo receberá a da Pfizer, conforme recomendação do @minsaude e @anvisa_oficial . \n\n‼️ Documentos: Identidade com foto e cartão de vacinação como o Certificado Digital de Vacinação, disponível no ","Anna Thiemy",annatakata,2021,1,favorable
5076,1,"Fico feliz em ver diariamente as pessoas se vacinando e postando em suas redes sociais. É muito mais que uma simples foto ou vídeo, é compartilhar com seus amigos a importância de cada um fazer sua parte e se vacinar. Só voltaremos a viver dias melhores com a vacinação coletiva.","José Otávio",joseotavio,2021,1,favorable
5076,1,"Fico feliz em ver diariamente as pessoas se vacinando e postando em suas redes sociais. É muito mais que uma simples foto ou vídeo, é compartilhar com seus amigos a importância de cada um fazer sua parte e se vacinar. Só voltaremos a viver dias melhores com a vacinação coletiva.","Jorge Victor",jorgesantos,2021,1,favorable
5076,1,"Fico feliz em ver diariamente as pessoas se vacinando e postando em suas redes sociais. É muito mais que uma simples foto ou vídeo, é compartilhar com seus amigos a importância de cada um fazer sua parte e se vacinar. Só voltaremos a viver dias melhores com a vacinação coletiva.","Anna Thiemy",annatakata,2021,1,favorable
5702,1,"@dailtonfilhoo A população que chegou mais cedo para a vacinação recebeu uma senha e será prioridade na vacinação amanhã.","José Otávio",joseotavio,2021,0,favorable
5702,1,"@dailtonfilhoo A população que chegou mais cedo para a vacinação recebeu uma senha e será prioridade na vacinação amanhã.","Jorge Victor",jorgesantos,2021,1,favorable
5702,1,"@dailtonfilhoo A população que chegou mais cedo para a vacinação recebeu uma senha e será prioridade na vacinação amanhã.","Anna Thiemy",annatakata,2021,0,favorable
5802,1,"Aniversariante do dia, Rui diz que vai comemorar recebendo as vacinas  ","José Otávio",joseotavio,2021,1,favorable
5802,1,"Aniversariante do dia, Rui diz que vai comemorar recebendo as vacinas  ","Jorge Victor",jorgesantos,2021,1,favorable
5802,1,"Aniversariante do dia, Rui diz que vai comemorar recebendo as vacinas  ","Anna Thiemy",annatakata,2021,1,favorable
6051,1,"⚠️Atenção⚠️\n \n6️⃣5️⃣➕ Dose de reforço: pessoas com 65 anos ou mais que completaram o esquema vacinal há, pelo menos, seis meses;\n\n⏰ Agendamento a partir das 19h desta quinta-feira (23/09) no 💉 Vacinação a partir de amanhã (24/09);\n\n#RecifeVacina ","José Otávio",joseotavio,2021,1,favorable
6051,1,"⚠️Atenção⚠️\n \n6️⃣5️⃣➕ Dose de reforço: pessoas com 65 anos ou mais que completaram o esquema vacinal há, pelo menos, seis meses;\n\n⏰ Agendamento a partir das 19h desta quinta-feira (23/09) no 💉 Vacinação a partir de amanhã (24/09);\n\n#RecifeVacina ","Jorge Victor",jorgesantos,2021,1,favorable
6051,1,"⚠️Atenção⚠️\n \n6️⃣5️⃣➕ Dose de reforço: pessoas com 65 anos ou mais que completaram o esquema vacinal há, pelo menos, seis meses;\n\n⏰ Agendamento a partir das 19h desta quinta-feira (23/09) no 💉 Vacinação a partir de amanhã (24/09);\n\n#RecifeVacina ","Anna Thiemy",annatakata,2021,0,favorable
6432,1,"A alegria de nossas equipes já diz tudo!🙏🏽🙌🏽\n\n✅💉 Já são + de 3️⃣0️⃣0️⃣.0️⃣0️⃣0️⃣ mil doses de vacina contra a Covid aplicadas e a gente segue trabalhando dia e noite para que esse número só cresça e a vacina chegue para todo mundo. ","José Otávio",joseotavio,2021,1,favorable
6432,1,"A alegria de nossas equipes já diz tudo!🙏🏽🙌🏽\n\n✅💉 Já são + de 3️⃣0️⃣0️⃣.0️⃣0️⃣0️⃣ mil doses de vacina contra a Covid aplicadas e a gente segue trabalhando dia e noite para que esse número só cresça e a vacina chegue para todo mundo. ","Jorge Victor",jorgesantos,2021,1,favorable
6432,1,"A alegria de nossas equipes já diz tudo!🙏🏽🙌🏽\n\n✅💉 Já são + de 3️⃣0️⃣0️⃣.0️⃣0️⃣0️⃣ mil doses de vacina contra a Covid aplicadas e a gente segue trabalhando dia e noite para que esse número só cresça e a vacina chegue para todo mundo. ","Anna Thiemy",annatakata,2021,1,favorable
6674,1,"Após atravessarmos esta crise sanitária, precisamos nos aprofundar nas discussões e soluções de alguns temas. Um deles é o modelo de transporte público existente no país, que hoje está exaurido e precisa ser revisto. É um setor que sofreu muito com a pandemia. #EntrevistaNoJota","José Otávio",joseotavio,2021,,""
6674,1,"Após atravessarmos esta crise sanitária, precisamos nos aprofundar nas discussões e soluções de alguns temas. Um deles é o modelo de transporte público existente no país, que hoje está exaurido e precisa ser revisto. É um setor que sofreu muito com a pandemia. #EntrevistaNoJota","Jorge Victor",jorgesantos,2021,,""
6674,1,"Após atravessarmos esta crise sanitária, precisamos nos aprofundar nas discussões e soluções de alguns temas. Um deles é o modelo de transporte público existente no país, que hoje está exaurido e precisa ser revisto. É um setor que sofreu muito com a pandemia. #EntrevistaNoJota","Anna Thiemy",annatakata,2021,,""
